"サンプル","時間","デコーダー","Ann Row","Ann Class","値",
"3511503","3.512 s","I2C","Address/data","Stop condition","Stop",
"3511520","3.512 s","I2C","Address/data","Start condition","Start",
"3511523","3.512 s","I2C","Bits","Data/address bit","1",
"3511523","3.512 s","I2C","Address/data","Address read","Address read: 70",
"3511526","3.512 s","I2C","Bits","Data/address bit","1",
"3511528","3.512 s","I2C","Bits","Data/address bit","1",
"3511531","3.512 s","I2C","Bits","Data/address bit","0",
"3511534","3.512 s","I2C","Bits","Data/address bit","0",
"3511536","3.512 s","I2C","Bits","Data/address bit","0",
"3511539","3.512 s","I2C","Bits","Data/address bit","0",
"3511542","3.512 s","I2C","Bits","Data/address bit","1",
"3511542","3.512 s","I2C","Address/data","Address read","Read",
"3511544","3.512 s","I2C","Address/data","ACK","ACK",
"3511547","3.512 s","I2C","Address/data","Data read","Data read: 00",
"3511547","3.512 s","I2C","Bits","Data/address bit","0",
"3511550","3.512 s","I2C","Bits","Data/address bit","0",
"3511552","3.512 s","I2C","Bits","Data/address bit","0",
"3511555","3.512 s","I2C","Bits","Data/address bit","0",
"3511558","3.512 s","I2C","Bits","Data/address bit","0",
"3511560","3.512 s","I2C","Bits","Data/address bit","0",
"3511563","3.512 s","I2C","Bits","Data/address bit","0",
"3511566","3.512 s","I2C","Bits","Data/address bit","0",
"3511575","3.512 s","I2C","Address/data","ACK","ACK",
"3511577","3.512 s","I2C","Address/data","Data read","Data read: 00",
"3511577","3.512 s","I2C","Bits","Data/address bit","0",
"3511580","3.512 s","I2C","Bits","Data/address bit","0",
"3511583","3.512 s","I2C","Bits","Data/address bit","0",
"3511585","3.512 s","I2C","Bits","Data/address bit","0",
"3511588","3.512 s","I2C","Bits","Data/address bit","0",
"3511591","3.512 s","I2C","Bits","Data/address bit","0",
"3511593","3.512 s","I2C","Bits","Data/address bit","0",
"3511596","3.512 s","I2C","Bits","Data/address bit","0",
"3511607","3.512 s","I2C","Address/data","ACK","ACK",
"3511609","3.512 s","I2C","Address/data","Data read","Data read: 00",
"3511609","3.512 s","I2C","Bits","Data/address bit","0",
"3511612","3.512 s","I2C","Bits","Data/address bit","0",
"3511615","3.512 s","I2C","Bits","Data/address bit","0",
"3511618","3.512 s","I2C","Bits","Data/address bit","0",
"3511620","3.512 s","I2C","Bits","Data/address bit","0",
"3511623","3.512 s","I2C","Bits","Data/address bit","0",
"3511626","3.512 s","I2C","Bits","Data/address bit","0",
"3511628","3.512 s","I2C","Bits","Data/address bit","0",
"3511639","3.512 s","I2C","Address/data","ACK","ACK",
"3511642","3.512 s","I2C","Address/data","Data read","Data read: 00",
"3511642","3.512 s","I2C","Bits","Data/address bit","0",
"3511644","3.512 s","I2C","Bits","Data/address bit","0",
"3511647","3.512 s","I2C","Bits","Data/address bit","0",
"3511650","3.512 s","I2C","Bits","Data/address bit","0",
"3511652","3.512 s","I2C","Bits","Data/address bit","0",
"3511655","3.512 s","I2C","Bits","Data/address bit","0",
"3511658","3.512 s","I2C","Bits","Data/address bit","0",
"3511660","3.512 s","I2C","Bits","Data/address bit","0",
"3511671","3.512 s","I2C","Address/data","ACK","ACK",
"3511673","3.512 s","I2C","Address/data","Data read","Data read: 00",
"3511673","3.512 s","I2C","Bits","Data/address bit","0",
"3511676","3.512 s","I2C","Bits","Data/address bit","0",
"3511679","3.512 s","I2C","Bits","Data/address bit","0",
"3511681","3.512 s","I2C","Bits","Data/address bit","0",
"3511684","3.512 s","I2C","Bits","Data/address bit","0",
"3511687","3.512 s","I2C","Bits","Data/address bit","0",
"3511690","3.512 s","I2C","Bits","Data/address bit","0",
"3511692","3.512 s","I2C","Bits","Data/address bit","0",
"3511703","3.512 s","I2C","Address/data","ACK","ACK",
"3511706","3.512 s","I2C","Address/data","Data read","Data read: 00",
"3511706","3.512 s","I2C","Bits","Data/address bit","0",
"3511708","3.512 s","I2C","Bits","Data/address bit","0",
"3511711","3.512 s","I2C","Bits","Data/address bit","0",
"3511714","3.512 s","I2C","Bits","Data/address bit","0",
"3511716","3.512 s","I2C","Bits","Data/address bit","0",
"3511719","3.512 s","I2C","Bits","Data/address bit","0",
"3511722","3.512 s","I2C","Bits","Data/address bit","0",
"3511724","3.512 s","I2C","Bits","Data/address bit","0",
"3511727","3.512 s","I2C","Address/data","NACK","NACK",
"3511731","3.512 s","I2C","Address/data","Stop condition","Stop",
"3528124","3.528 s","I2C","Address/data","Start condition","Start",
"3528126","3.528 s","I2C","Bits","Data/address bit","1",
"3528126","3.528 s","I2C","Address/data","Address write","Address write: 70",
"3528129","3.528 s","I2C","Bits","Data/address bit","1",
"3528132","3.528 s","I2C","Bits","Data/address bit","1",
"3528134","3.528 s","I2C","Bits","Data/address bit","0",
"3528137","3.528 s","I2C","Bits","Data/address bit","0",
"3528140","3.528 s","I2C","Bits","Data/address bit","0",
"3528142","3.528 s","I2C","Bits","Data/address bit","0",
"3528145","3.528 s","I2C","Bits","Data/address bit","0",
"3528145","3.528 s","I2C","Address/data","Address write","Write",
"3528148","3.528 s","I2C","Address/data","ACK","ACK",
"3528150","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528150","3.528 s","I2C","Bits","Data/address bit","0",
"3528153","3.528 s","I2C","Bits","Data/address bit","0",
"3528156","3.528 s","I2C","Bits","Data/address bit","0",
"3528158","3.528 s","I2C","Bits","Data/address bit","0",
"3528161","3.528 s","I2C","Bits","Data/address bit","0",
"3528164","3.528 s","I2C","Bits","Data/address bit","0",
"3528166","3.528 s","I2C","Bits","Data/address bit","0",
"3528169","3.528 s","I2C","Bits","Data/address bit","0",
"3528172","3.528 s","I2C","Address/data","ACK","ACK",
"3528175","3.528 s","I2C","Address/data","Data write","Data write: 01",
"3528175","3.528 s","I2C","Bits","Data/address bit","0",
"3528177","3.528 s","I2C","Bits","Data/address bit","0",
"3528180","3.528 s","I2C","Bits","Data/address bit","0",
"3528183","3.528 s","I2C","Bits","Data/address bit","0",
"3528185","3.528 s","I2C","Bits","Data/address bit","0",
"3528188","3.528 s","I2C","Bits","Data/address bit","0",
"3528191","3.528 s","I2C","Bits","Data/address bit","0",
"3528193","3.528 s","I2C","Bits","Data/address bit","1",
"3528196","3.528 s","I2C","Address/data","ACK","ACK",
"3528199","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528199","3.528 s","I2C","Bits","Data/address bit","0",
"3528201","3.528 s","I2C","Bits","Data/address bit","0",
"3528204","3.528 s","I2C","Bits","Data/address bit","0",
"3528207","3.528 s","I2C","Bits","Data/address bit","0",
"3528209","3.528 s","I2C","Bits","Data/address bit","0",
"3528212","3.528 s","I2C","Bits","Data/address bit","0",
"3528215","3.528 s","I2C","Bits","Data/address bit","0",
"3528218","3.528 s","I2C","Bits","Data/address bit","0",
"3528220","3.528 s","I2C","Address/data","ACK","ACK",
"3528223","3.528 s","I2C","Address/data","Data write","Data write: 40",
"3528223","3.528 s","I2C","Bits","Data/address bit","0",
"3528226","3.528 s","I2C","Bits","Data/address bit","1",
"3528228","3.528 s","I2C","Bits","Data/address bit","0",
"3528231","3.528 s","I2C","Bits","Data/address bit","0",
"3528234","3.528 s","I2C","Bits","Data/address bit","0",
"3528236","3.528 s","I2C","Bits","Data/address bit","0",
"3528239","3.528 s","I2C","Bits","Data/address bit","0",
"3528242","3.528 s","I2C","Bits","Data/address bit","0",
"3528244","3.528 s","I2C","Address/data","ACK","ACK",
"3528252","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528252","3.528 s","I2C","Bits","Data/address bit","0",
"3528255","3.528 s","I2C","Bits","Data/address bit","0",
"3528257","3.528 s","I2C","Bits","Data/address bit","0",
"3528260","3.528 s","I2C","Bits","Data/address bit","0",
"3528263","3.528 s","I2C","Bits","Data/address bit","0",
"3528265","3.528 s","I2C","Bits","Data/address bit","0",
"3528268","3.528 s","I2C","Bits","Data/address bit","0",
"3528271","3.528 s","I2C","Bits","Data/address bit","0",
"3528273","3.528 s","I2C","Address/data","ACK","ACK",
"3528276","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528276","3.528 s","I2C","Bits","Data/address bit","0",
"3528279","3.528 s","I2C","Bits","Data/address bit","0",
"3528281","3.528 s","I2C","Bits","Data/address bit","0",
"3528284","3.528 s","I2C","Bits","Data/address bit","0",
"3528287","3.528 s","I2C","Bits","Data/address bit","0",
"3528289","3.528 s","I2C","Bits","Data/address bit","0",
"3528292","3.528 s","I2C","Bits","Data/address bit","0",
"3528295","3.528 s","I2C","Bits","Data/address bit","0",
"3528297","3.528 s","I2C","Address/data","ACK","ACK",
"3528300","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528300","3.528 s","I2C","Bits","Data/address bit","0",
"3528303","3.528 s","I2C","Bits","Data/address bit","0",
"3528306","3.528 s","I2C","Bits","Data/address bit","0",
"3528308","3.528 s","I2C","Bits","Data/address bit","0",
"3528311","3.528 s","I2C","Bits","Data/address bit","0",
"3528314","3.528 s","I2C","Bits","Data/address bit","0",
"3528316","3.528 s","I2C","Bits","Data/address bit","0",
"3528319","3.528 s","I2C","Bits","Data/address bit","0",
"3528322","3.528 s","I2C","Address/data","ACK","ACK",
"3528324","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528324","3.528 s","I2C","Bits","Data/address bit","0",
"3528327","3.528 s","I2C","Bits","Data/address bit","0",
"3528330","3.528 s","I2C","Bits","Data/address bit","0",
"3528332","3.528 s","I2C","Bits","Data/address bit","0",
"3528335","3.528 s","I2C","Bits","Data/address bit","0",
"3528338","3.528 s","I2C","Bits","Data/address bit","0",
"3528340","3.528 s","I2C","Bits","Data/address bit","0",
"3528343","3.528 s","I2C","Bits","Data/address bit","0",
"3528346","3.528 s","I2C","Address/data","ACK","ACK",
"3528348","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528348","3.528 s","I2C","Bits","Data/address bit","0",
"3528351","3.528 s","I2C","Bits","Data/address bit","0",
"3528354","3.528 s","I2C","Bits","Data/address bit","0",
"3528357","3.528 s","I2C","Bits","Data/address bit","0",
"3528359","3.528 s","I2C","Bits","Data/address bit","0",
"3528362","3.528 s","I2C","Bits","Data/address bit","0",
"3528365","3.528 s","I2C","Bits","Data/address bit","0",
"3528367","3.528 s","I2C","Bits","Data/address bit","0",
"3528370","3.528 s","I2C","Address/data","ACK","ACK",
"3528373","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528373","3.528 s","I2C","Bits","Data/address bit","0",
"3528375","3.528 s","I2C","Bits","Data/address bit","0",
"3528378","3.528 s","I2C","Bits","Data/address bit","0",
"3528381","3.528 s","I2C","Bits","Data/address bit","0",
"3528383","3.528 s","I2C","Bits","Data/address bit","0",
"3528386","3.528 s","I2C","Bits","Data/address bit","0",
"3528389","3.528 s","I2C","Bits","Data/address bit","0",
"3528391","3.528 s","I2C","Bits","Data/address bit","0",
"3528394","3.528 s","I2C","Address/data","ACK","ACK",
"3528397","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528397","3.528 s","I2C","Bits","Data/address bit","0",
"3528399","3.528 s","I2C","Bits","Data/address bit","0",
"3528402","3.528 s","I2C","Bits","Data/address bit","0",
"3528405","3.528 s","I2C","Bits","Data/address bit","0",
"3528408","3.528 s","I2C","Bits","Data/address bit","0",
"3528410","3.528 s","I2C","Bits","Data/address bit","0",
"3528413","3.528 s","I2C","Bits","Data/address bit","0",
"3528416","3.528 s","I2C","Bits","Data/address bit","0",
"3528418","3.528 s","I2C","Address/data","ACK","ACK",
"3528421","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528421","3.528 s","I2C","Bits","Data/address bit","0",
"3528424","3.528 s","I2C","Bits","Data/address bit","0",
"3528426","3.528 s","I2C","Bits","Data/address bit","0",
"3528429","3.528 s","I2C","Bits","Data/address bit","0",
"3528432","3.528 s","I2C","Bits","Data/address bit","0",
"3528434","3.528 s","I2C","Bits","Data/address bit","0",
"3528437","3.528 s","I2C","Bits","Data/address bit","0",
"3528440","3.528 s","I2C","Bits","Data/address bit","0",
"3528442","3.528 s","I2C","Address/data","ACK","ACK",
"3528445","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528445","3.528 s","I2C","Bits","Data/address bit","0",
"3528448","3.528 s","I2C","Bits","Data/address bit","0",
"3528451","3.528 s","I2C","Bits","Data/address bit","0",
"3528453","3.528 s","I2C","Bits","Data/address bit","0",
"3528456","3.528 s","I2C","Bits","Data/address bit","0",
"3528459","3.528 s","I2C","Bits","Data/address bit","0",
"3528461","3.528 s","I2C","Bits","Data/address bit","0",
"3528464","3.528 s","I2C","Bits","Data/address bit","0",
"3528467","3.528 s","I2C","Address/data","ACK","ACK",
"3528475","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528475","3.528 s","I2C","Bits","Data/address bit","0",
"3528478","3.528 s","I2C","Bits","Data/address bit","0",
"3528481","3.528 s","I2C","Bits","Data/address bit","0",
"3528483","3.528 s","I2C","Bits","Data/address bit","0",
"3528486","3.528 s","I2C","Bits","Data/address bit","0",
"3528489","3.528 s","I2C","Bits","Data/address bit","0",
"3528491","3.528 s","I2C","Bits","Data/address bit","0",
"3528494","3.528 s","I2C","Bits","Data/address bit","0",
"3528497","3.528 s","I2C","Address/data","ACK","ACK",
"3528499","3.528 s","I2C","Address/data","Data write","Data write: 00",
"3528499","3.528 s","I2C","Bits","Data/address bit","0",
"3528502","3.529 s","I2C","Bits","Data/address bit","0",
"3528505","3.529 s","I2C","Bits","Data/address bit","0",
"3528508","3.529 s","I2C","Bits","Data/address bit","0",
"3528510","3.529 s","I2C","Bits","Data/address bit","0",
"3528513","3.529 s","I2C","Bits","Data/address bit","0",
"3528516","3.529 s","I2C","Bits","Data/address bit","0",
"3528518","3.529 s","I2C","Bits","Data/address bit","0",
"3528521","3.529 s","I2C","Address/data","ACK","ACK",
"3528524","3.529 s","I2C","Address/data","Data write","Data write: 00",
"3528524","3.529 s","I2C","Bits","Data/address bit","0",
"3528526","3.529 s","I2C","Bits","Data/address bit","0",
"3528529","3.529 s","I2C","Bits","Data/address bit","0",
"3528532","3.529 s","I2C","Bits","Data/address bit","0",
"3528534","3.529 s","I2C","Bits","Data/address bit","0",
"3528537","3.529 s","I2C","Bits","Data/address bit","0",
"3528540","3.529 s","I2C","Bits","Data/address bit","0",
"3528542","3.529 s","I2C","Bits","Data/address bit","0",
"3528545","3.529 s","I2C","Address/data","ACK","ACK",
"3528556","3.529 s","I2C","Address/data","Data write","Data write: 00",
"3528556","3.529 s","I2C","Bits","Data/address bit","0",
"3528558","3.529 s","I2C","Bits","Data/address bit","0",
"3528561","3.529 s","I2C","Bits","Data/address bit","0",
"3528564","3.529 s","I2C","Bits","Data/address bit","0",
"3528566","3.529 s","I2C","Bits","Data/address bit","0",
"3528569","3.529 s","I2C","Bits","Data/address bit","0",
"3528572","3.529 s","I2C","Bits","Data/address bit","0",
"3528574","3.529 s","I2C","Bits","Data/address bit","0",
"3528577","3.529 s","I2C","Address/data","ACK","ACK",
"3528581","3.529 s","I2C","Address/data","Stop condition","Stop",
"3577713","3.578 s","I2C","Address/data","Start condition","Start",
"3577716","3.578 s","I2C","Bits","Data/address bit","1",
"3577716","3.578 s","I2C","Address/data","Address write","Address write: 70",
"3577718","3.578 s","I2C","Bits","Data/address bit","1",
"3577721","3.578 s","I2C","Bits","Data/address bit","1",
"3577724","3.578 s","I2C","Bits","Data/address bit","0",
"3577726","3.578 s","I2C","Bits","Data/address bit","0",
"3577729","3.578 s","I2C","Bits","Data/address bit","0",
"3577732","3.578 s","I2C","Bits","Data/address bit","0",
"3577734","3.578 s","I2C","Bits","Data/address bit","0",
"3577734","3.578 s","I2C","Address/data","Address write","Write",
"3577737","3.578 s","I2C","Address/data","ACK","ACK",
"3577740","3.578 s","I2C","Address/data","Data write","Data write: 40",
"3577740","3.578 s","I2C","Bits","Data/address bit","0",
"3577742","3.578 s","I2C","Bits","Data/address bit","1",
"3577745","3.578 s","I2C","Bits","Data/address bit","0",
"3577748","3.578 s","I2C","Bits","Data/address bit","0",
"3577750","3.578 s","I2C","Bits","Data/address bit","0",
"3577753","3.578 s","I2C","Bits","Data/address bit","0",
"3577756","3.578 s","I2C","Bits","Data/address bit","0",
"3577758","3.578 s","I2C","Bits","Data/address bit","0",
"3577761","3.578 s","I2C","Address/data","ACK","ACK",
"3577765","3.578 s","I2C","Address/data","Stop condition","Stop",
"3577775","3.578 s","I2C","Address/data","Start condition","Start",
"3577778","3.578 s","I2C","Bits","Data/address bit","1",
"3577778","3.578 s","I2C","Address/data","Address read","Address read: 70",
"3577780","3.578 s","I2C","Bits","Data/address bit","1",
"3577783","3.578 s","I2C","Bits","Data/address bit","1",
"3577786","3.578 s","I2C","Bits","Data/address bit","0",
"3577788","3.578 s","I2C","Bits","Data/address bit","0",
"3577791","3.578 s","I2C","Bits","Data/address bit","0",
"3577794","3.578 s","I2C","Bits","Data/address bit","0",
"3577796","3.578 s","I2C","Bits","Data/address bit","1",
"3577796","3.578 s","I2C","Address/data","Address read","Read",
"3577799","3.578 s","I2C","Address/data","ACK","ACK",
"3577802","3.578 s","I2C","Address/data","Data read","Data read: 00",
